./data/test/Set11\a.png,39.3912389426634,0.9864845974082946,0.6961884498596191
./data/test/Set11\b.png,41.249761113362894,0.9838755536937713,0.48850226402282715
./data/test/Set11\c.png,35.552462107398334,0.9620619888744354,0.4878876209259033
./data/test/Set11\d.png,38.15607377394936,0.993022098603035,3.106252908706665
./data/test/Set11\e.png,34.0555086334306,0.9426856313510886,3.4782395362854004
./data/test/Set11\f.png,45.097674681755066,0.989113452955246,0.45055627822875977
./data/test/Set11\g.png,41.569643023516775,0.9683960674638749,0.4935760498046875
./data/test/Set11\h.png,39.696128379412116,0.9852668979158401,0.4715604782104492
./data/test/Set11\i.png,40.73724526819242,0.9893716772480011,0.4553534984588623
./data/test/Set11\j.png,39.274623912806405,0.9808512886648179,0.47034716606140137
./data/test/Set11\k.png,39.404416112193076,0.974504544347763,0.4650883674621582
AVERAGE,39.47134326806186,0.9777848907751063,1.0057775107297031
