./data/test/Set11\a.png,23.738237568959466,0.6896216928318712,0.4624345302581787
./data/test/Set11\b.png,27.549481708812582,0.813344554607714,0.4607124328613281
./data/test/Set11\c.png,24.358684639077175,0.7879170022535431,0.4656221866607666
./data/test/Set11\d.png,23.27438727241973,0.8081901747228536,2.5501887798309326
./data/test/Set11\e.png,23.817613862200506,0.7873051057808745,2.146494150161743
./data/test/Set11\f.png,33.222776905684455,0.9102681407301426,0.4762990474700928
./data/test/Set11\g.png,31.086553711114693,0.8502357182665691,0.4820823669433594
./data/test/Set11\h.png,27.47622537428212,0.8315953781124945,0.47785115242004395
./data/test/Set11\i.png,25.93197244923629,0.8567912669504152,0.4786660671234131
./data/test/Set11\j.png,26.551539256333584,0.8715003730214438,0.4786186218261719
./data/test/Set11\k.png,26.974281854635827,0.8551604550021258,0.47396230697631836
AVERAGE,26.72561405479604,0.8238118056618225,0.8139028765938499
